iata,icao,name,city,country,lat,lon,runway_length_ft,gate_count,timezone,score,category
VEL,KVEL,Vernal Regional Airport,Vernal,US,40.436214,-109.511661,6201,25,America/Denver,15000,small_airport
VER,MMVR,Veracruz International Airport,Veracruz,MX,19.145600,-96.183500,7874,10,America/Mexico_City,420000,large_airport
VGT,KVGT,North Las Vegas Airport,Las Vegas,US,36.209074,-115.193982,5004,110,America/Los_Angeles,45000,small_airport
VIE,LOWW,Vienna International Airport,Vienna,AT,48.110298,16.569700,11811,60,Europe/Vienna,1150000,large_airport
VII,VVVH,Vinh International Airport,Vinh,VN,18.738000,105.671000,7875,25,Asia/Ho_Chi_Minh,640000,large_airport
VIS,KVIS,Visalia Municipal Airport,Visalia,US,36.318699,-119.392998,6559,25,America/Anchorage,12000,small_airport
VKG,VVRG,Rach Gia Airport,Rach Gia,VN,9.958000,105.132000,4921,1,Asia/Ho_Chi_Minh,35000,medium_airport
VLD,KVLD,Valdosta Regional Airport,Valdosta,US,30.782499,-83.276703,8002,25,America/New_York,35000,small_airport
VLY,EGOV,Anglesey Airport,Anglesey,GB,53.248056,-4.535278,5370,1,Europe/London,5000,small_airport
VNY,KVNY,Van Nuys Airport,Van Nuys,US,34.209801,-118.489998,8001,60,America/Anchorage,65000,small_airport
VOK,KVOK,Volk Field,Camp Douglas,US,43.938999,-90.253403,9000,25,America/Chicago,12000,small_airport
VPS,KVPS,Destin-Fort Walton Beach Airport,Valparaiso,US,30.481315,-86.515839,12005,25,America/New_York,520000,medium_airport
VPZ,KVPZ,Porter County Municipal Airport,Valparaiso,US,41.453999,-87.007103,7000,25,America/New_York,8000,small_airport
VQQ,KVQQ,Cecil Airport,Jacksonville,US,30.2187,-81.876701,12504,25,America/New_York,15000,small_airport
VQS,TJVQ,Antonio Rivera Rodríguez Airport,Vieques,PR,18.134700,-65.493600,4200,2,America/Puerto_Rico,90000,small_airport
VRA,MUVR,Juan Gualberto Gómez Airport,Varadero,CU,23.034400,-81.435300,11490,12,America/Havana,550000,large_airport
VRB,KVRB,Vero Beach Regional Airport,Vero Beach,US,27.6556,-80.417901,7314,25,America/New_York,45000,small_airport
VRC,RPUV,Virac Airport,Virac,PH,13.577200,124.206001,5531,2,Asia/Manila,70000,small_airport
VSA,MMVA,Carlos Rovirosa Pérez International Airport,Villahermosa,MX,17.997500,-92.817300,7218,8,America/Mexico_City,360000,large_airport
VTE,VLVT,Wattay International Airport,Vientiane,LA,17.988300,102.563004,9840,10,Asia/Vientiane,550000,large_airport
VTN,KVTN,Miller Field,Valentine,US,42.856211,-100.549192,4700,25,America/Chicago,4000,small_airport
VVO,UHWW,Vladivostok International Airport,Artyom,RU,43.396256,132.148155,11483,15,Asia/Vladivostok,470000,large_airport
WAG,WABW,Waghete Airport,Waghete,ID,-4.023890,136.216003,2952,1,Asia/Jayapura,5000,small_airport
WAW,EPWA,Warsaw Chopin Airport,Warsaw,PL,52.165699,20.967100,12106,40,Europe/Warsaw,1000000,large_airport
WEF,ZSWF,Weifang Airport,Weifang,CN,36.645000,119.117996,8530,6,Asia/Shanghai,120000,medium_airport
WEH,ZSWH,Weihai Dashuibo Airport,Weihai,CN,37.185299,122.238998,8530,15,Asia/Shanghai,350000,medium_airport
WGA,YWWA,Wagga Wagga City Airport,Wagga Wagga,AU,-35.166100,147.466004,5800,3,Australia/Sydney,75000,medium_airport
WGP,WRRW,Umbu Mehang Kunda Airport,Waingapu,ID,-9.670690,120.301003,6561,2,Asia/Makassar,60000,small_airport
WHK,NZWK,Whakatane Airport,Whakatane,NZ,-37.920502,176.914993,4261,2,Pacific/Auckland,45000,small_airport
WIC,EGPC,Wick John O'Groats Airport,Wick,GB,58.458889,-3.093056,5988,1,Europe/London,5000,small_airport
WJF,KWJF,General William J Fox Airfield,Lancaster,US,34.7411,-118.219002,7201,25,America/Anchorage,12000,small_airport
WJU,RKNW,Wonju Airport,Wonju,KR,37.439100,127.960000,9000,2,Asia/Seoul,30000,small_airport
WKJ,RJCW,Wakkanai Airport,Wakkanai,JP,45.402298,141.800995,7218,4,Asia/Tokyo,45000,small_airport
WKK,5A8,Aleknagik / New Airport,Aleknagik,US,59.2826,-158.617996,2040,25,Pacific/Honolulu,2000,small_airport
WLG,NZWN,Wellington International Airport,Wellington,NZ,-41.327202,174.804993,6827,25,Pacific/Auckland,950000,large_airport
WMC,KWMC,Winnemucca Municipal Airport,Winnemucca,US,40.896599,-117.806,7000,25,America/Anchorage,8000,small_airport
WMH,KBPK,Ozark Regional Airport,Mountain Home,US,36.3689,-92.470497,5001,25,America/Chicago,8000,small_airport
WMX,WAVV,Wamena Airport,Wamena,ID,-4.097560,138.951996,7135,4,Asia/Jayapura,160000,medium_airport
WNH,ZPWS,Wenshan Puzhehei Airport,Wenshan,CN,23.560600,104.329002,7874,6,Asia/Shanghai,120000,medium_airport
WNI,WAWD,Matahora Airport,Wangi-Wangi,ID,-5.263889,123.619446,6561,1,Asia/Makassar,40000,small_airport
WNP,RPUN,Naga Airport,Naga,PH,13.585500,123.271004,4612,1,Asia/Manila,35000,small_airport
WNZ,ZSWZ,Wenzhou Longwan International Airport,Wenzhou,CN,27.912201,120.851997,10499,30,Asia/Shanghai,650000,large_airport
WOT,RCWA,Wang-an Airport,Wang-an,TW,23.372500,119.502000,2707,1,Asia/Taipei,12000,small_airport
WRB,KWRB,Robins Air Force Base,Warner Robins,US,32.640099,-83.591904,12001,25,America/New_York,18000,small_airport
WRE,NZWR,Whangarei Airport,Whangarei,NZ,-35.768600,174.365005,3599,2,Pacific/Auckland,75000,small_airport
WRG,PAWG,Wrangell Airport,Wrangell,US,56.484299,-132.369995,5999,25,Pacific/Honolulu,15000,small_airport
WRI,KWRI,Mc Guire Air Force Base,Wrightstown,US,40.015598,-74.591698,10001,25,America/New_York,15000,small_airport
WRL,KWRL,Worland Municipal Airport,Worland,US,43.965698,-107.950996,7005,25,America/Denver,5000,small_airport
WRO,EPWR,Copernicus Wrocław Airport,Wrocław,PL,51.103719,16.882096,8212,18,Europe/Warsaw,500000,large_airport
WSP,MNWP,Waspam Airport,Waspam,NI,14.739700,-83.971400,4000,1,America/Managua,15000,small_airport
WST,KWST,Westerly State Airport,Westerly,US,41.349602,-71.803398,4010,25,America/New_York,12000,small_airport
WSZ,NZWS,Westport Airport,Westport,NZ,-41.737701,171.580994,4200,1,Pacific/Auckland,30000,small_airport
WTB,YBWP,Weipa Airport,Weipa,AU,-12.678000,141.925003,5500,1,Australia/Brisbane,20000,small_airport
WUA,ZBUH,Wuhai Airport,Wuhai,CN,39.794200,106.802000,8530,8,Asia/Shanghai,150000,medium_airport
WUH,ZHHH,Wuhan Tianhe International Airport,Wuhan,CN,30.783800,114.208000,11811,80,Asia/Shanghai,1450000,large_airport
WUS,ZSWY,Wuyishan Airport,Wuyishan,CN,27.701100,118.000000,7874,8,Asia/Shanghai,180000,medium_airport
WUX,ZSWX,Sunan Shuofang International Airport,Wuxi/Suzhou,CN,31.494400,120.429001,10499,25,Asia/Shanghai,650000,large_airport
WUZ,ZGWZ,Wuzhou Xijiang Airport,Wuzhou,CN,23.398600,111.050000,8530,8,Asia/Shanghai,220000,medium_airport
WWA,PAWS,Wasilla Airport,Wasilla,US,61.571701,-149.539993,3700,25,Pacific/Honolulu,5000,small_airport
WXN,ZUWX,Wanzhou Wuqiao Airport,Wanzhou,CN,30.796700,108.427002,9186,8,Asia/Shanghai,150000,medium_airport
WYA,YWHA,Whyalla Airport,Whyalla,AU,-33.058899,137.514008,4500,2,Australia/Adelaide,30000,small_airport
XFN,ZHXF,Xiangyang Liuji Airport,Xiangyang,CN,32.150800,112.288000,7874,10,Asia/Shanghai,350000,medium_airport
XIC,ZUXC,Xichang Qingshan Airport,Xichang,CN,27.988200,102.184998,11811,8,Asia/Shanghai,180000,medium_airport
XIL,ZBXH,Xilinhot Airport,Xilinhot,CN,43.913300,115.961998,9186,8,Asia/Shanghai,180000,medium_airport
XIY,ZLXY,Xi'an Xianyang International Airport,Xi'an,CN,34.447102,108.751999,12467,100,Asia/Shanghai,1550000,large_airport
XKH,VLXK,Xieng Khouang Airport,Phonsavan,LA,19.453300,103.158997,4600,1,Asia/Vientiane,30000,small_airport
XMN,ZSAM,Xiamen Gaoqi International Airport,Xiamen,CN,24.544001,118.127998,11155,60,Asia/Shanghai,1300000,large_airport
XNN,ZLXN,Xining Caojiabao International Airport,Xining,CN,36.527500,102.040001,12467,25,Asia/Shanghai,750000,large_airport
XPL,MHPR,Palmerola International Airport,Comayagua,HN,14.382100,-87.620900,8000,8,America/Tegucigalpa,250000,medium_airport
XQP,MRQP,Quepos Managua Airport,Quepos,CR,9.467490,-84.129402,2969,1,America/Costa_Rica,75000,small_airport
XSP,WSSL,Seletar Airport,Singapore,SG,1.416900,103.867800,6024,5,Asia/Singapore,80000,medium_airport
XUZ,ZSXZ,Xuzhou Guanyin International Airport,Xuzhou,CN,34.058300,117.555000,11155,15,Asia/Shanghai,350000,medium_airport
XYF,ZHXY,Xinyang Minggang Airport,Xinyang,CN,32.531100,114.078000,8530,10,Asia/Shanghai,250000,medium_airport
YAM,CYAM,Sault Ste. Marie Airport,Sault Ste. Marie,CA,46.485001,-84.509399,6000,2,America/Toronto,60000,small_airport
YBP,ZUYB,Yibin Wuliangye Airport,Yibin,CN,28.805000,104.545000,8530,10,Asia/Shanghai,250000,medium_airport
YBR,CYBR,Brandon Municipal Airport,Brandon,CA,49.910000,-99.951897,6500,2,America/Winnipeg,25000,small_airport
YCD,CYCD,Nanaimo Airport,Nanaimo,CA,49.052300,-123.869003,6600,4,America/Vancouver,100000,medium_airport
YCG,CYCG,Castlegar/West Kootenay Regional Airport,Castlegar,CA,49.296398,-117.632004,5300,2,America/Vancouver,40000,small_airport
YCU,ZBYC,Yuncheng Yanhu International Airport,Yuncheng,CN,35.116900,111.036000,9842,15,Asia/Shanghai,450000,medium_airport
YCW,ZSYC,Yichun Mingyueshan Airport,Yichun,CN,27.801100,114.306000,7874,8,Asia/Shanghai,220000,medium_airport
YDF,CYDF,Deer Lake Regional Airport,Deer Lake,CA,49.210800,-57.391399,8005,3,America/St_Johns,95000,small_airport
YEG,CYEG,Edmonton International Airport,Edmonton,CA,53.309700,-113.580002,10995,30,America/Edmonton,850000,large_airport
YEV,CYEV,Inuvik (Mike Zubko) Airport,Inuvik,CA,68.304200,-133.483002,6000,2,America/Inuvik,45000,small_airport
YFB,CYFB,Iqaluit Airport,Iqaluit,CA,63.756401,-68.555801,8600,3,America/Iqaluit,90000,medium_airport
YFC,CYFC,Fredericton International Airport,Fredericton,CA,45.868889,-66.537222,8010,5,America/Halifax,220000,medium_airport
YGJ,ROYN,Yonaguni Airport,Yonaguni,JP,24.468300,122.978000,2625,1,Asia/Tokyo,8000,small_airport
YHZ,CYHZ,Halifax Stanfield International Airport,Halifax,CA,44.880798,-63.508598,10500,20,America/Halifax,650000,large_airport
YIA,WAHI,Yogyakarta International Airport,Yogyakarta,ID,-7.902222,110.059444,10662,20,Asia/Jakarta,820000,large_airport
YIC,ZYLD,Yichun Lindu Airport,Yichun,CN,47.653100,129.014000,7874,4,Asia/Shanghai,80000,small_airport
YIH,ZHYC,Yichang Sanxia Airport,Yichang,CN,30.551701,111.476997,8530,15,Asia/Shanghai,450000,medium_airport
YIN,ZWYN,Yining Airport,Yining,CN,43.955799,81.330299,7874,12,Asia/Urumqi,280000,medium_airport
YIW,ZSYW,Yiwu Airport,Yiwu,CN,29.344301,120.032997,9842,15,Asia/Shanghai,350000,medium_airport
YKA,CYKA,Kamloops Airport,Kamloops,CA,50.702202,-120.444000,8000,4,America/Vancouver,140000,medium_airport
YKH,ZYYK,Yingkou Lanqi Airport,Yingkou,CN,40.540800,122.355000,8202,6,Asia/Shanghai,150000,medium_airport
YKS,UEEE,Platon Oyunsky Yakutsk International Airport,Yakutsk,RU,62.093300,129.770996,11155,10,Asia/Yakutsk,380000,large_airport
YLW,CYLW,Kelowna International Airport,Kelowna,CA,49.956100,-119.377998,7300,10,America/Vancouver,420000,medium_airport
YMM,CYMM,Fort McMurray International Airport,Fort McMurray,CA,56.653301,-111.222000,7500,6,America/Edmonton,150000,medium_airport
YNJ,ZYYJ,Yanji Chaoyangchuan International Airport,Yanji,CN,42.882801,129.451004,8530,12,Asia/Shanghai,350000,medium_airport
YNT,ZSYT,Yantai Penglai International Airport,Yantai,CN,37.661000,120.985000,11155,30,Asia/Shanghai,750000,large_airport
YNY,RKNY,Yangyang International Airport,Yangyang,KR,38.061298,128.669000,8202,4,Asia/Seoul,45000,medium_airport
YNZ,ZSYN,Yancheng Nanyang International Airport,Yancheng,CN,33.425301,120.203003,9186,12,Asia/Shanghai,250000,medium_airport
YON,VQTY,Yongphulla Airport,Trashigang,BT,27.256700,91.515300,4154,1,Asia/Thimphu,12000,small_airport
YOW,CYOW,Ottawa Macdonald-Cartier International Airport,Ottawa,CA,45.322500,-75.669197,10005,25,America/Toronto,780000,large_airport
YPR,CYPR,Prince Rupert Airport,Prince Rupert,CA,54.286100,-130.444000,6000,2,America/Vancouver,55000,small_airport
YQB,CYQB,Québec City Jean Lesavage International Airport,Quebec City,CA,46.791100,-71.393303,9000,12,America/Toronto,380000,medium_airport
YQG,CYQG,Windsor International Airport,Windsor,CA,42.275600,-82.955597,9000,6,America/Toronto,280000,medium_airport
YQM,CYQM,Greater Moncton Roméo LeBlanc International Airport,Moncton,CA,46.112202,-64.678604,10001,8,America/Halifax,350000,medium_airport
YQQ,CYQQ,Comox Valley Airport,Comox,CA,49.710800,-124.900002,10000,4,America/Vancouver,110000,medium_airport
YQR,CYQR,Regina International Airport,Regina,CA,50.431900,-104.666000,7900,8,America/Regina,320000,medium_airport
YQT,CYQT,Thunder Bay International Airport,Thunder Bay,CA,48.371900,-89.323900,7300,5,America/Thunder_Bay,90000,medium_airport
YQU,CYQU,Grande Prairie Airport,Grande Prairie,CA,55.170800,-118.885002,6500,4,America/Edmonton,180000,medium_airport
YQX,CYQX,Gander International Airport,Gander,CA,48.936901,-54.568100,10200,4,America/St_Johns,80000,small_airport
YQY,CYQY,Sydney/J.A. Douglas McCurdy Airport,Sydney,CA,46.161400,-60.047800,7070,3,America/Halifax,65000,small_airport
YRT,CYRT,Rankin Inlet Airport,Rankin Inlet,CA,62.811401,-92.115800,6000,2,America/Rankin_Inlet,35000,small_airport
YSB,CYSB,Sudbury Airport,Sudbury,CA,46.625000,-80.798897,6600,3,America/Toronto,85000,small_airport
YSJ,CYSJ,Saint John Airport,Saint John,CA,45.316101,-65.890297,7000,4,America/Halifax,160000,medium_airport
YTS,CYTS,Timmins/Victor M. Power Airport,Timmins,CA,48.569698,-81.376701,6000,2,America/Toronto,75000,small_airport
YTY,ZSYA,Yangzhou Taizhou Airport,Yangzhou,CN,32.563400,119.719800,10499,10,Asia/Shanghai,440000,medium_airport
YTZ,CYTZ,Billy Bishop Toronto City Airport,Toronto,CA,43.627499,-79.396202,3988,10,America/Toronto,480000,medium_airport
YUL,CYUL,Montréal-Pierre Elliott Trudeau International Airport,Montreal,CA,45.470600,-73.740799,11000,65,America/Montreal,1250000,large_airport
YUS,ZLYS,Yushu Batang Airport,Yushu,CN,32.836400,97.111400,12467,8,Asia/Shanghai,150000,medium_airport
YUY,CYUY,Rouyn-Noranda Airport,Rouyn-Noranda,CA,48.206100,-78.835602,7500,2,America/Toronto,55000,small_airport
YVO,CYVO,Val-d'Or Airport,Val-d'Or,CA,48.053300,-77.782800,10000,2,America/Toronto,45000,small_airport
YVP,CYVP,Kuujjuaq Airport,Kuujjuaq,CA,58.096100,-68.426900,6000,2,America/Iqaluit,30000,small_airport
YVR,CYVR,Vancouver International Airport,Vancouver,CA,49.193901,-123.183998,11500,75,America/Vancouver,1350000,large_airport
YWG,CYWG,Winnipeg James Armstrong Richardson International Airport,Winnipeg,CA,49.909999,-97.239898,11000,15,America/Winnipeg,550000,large_airport
YXC,CYXC,Cranbrook/Canadian Rockies International Airport,Cranbrook,CA,49.610802,-115.781998,8000,3,America/Edmonton,70000,small_airport
YXE,CYXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,CA,52.170800,-106.699997,8300,8,America/Regina,310000,medium_airport
YXS,CYXS,Prince George Airport,Prince George,CA,53.889400,-122.679001,7400,5,America/Vancouver,170000,medium_airport
YXT,CYXT,Northwest Regional Airport Terrace-Kitimat,Terrace,CA,54.468498,-128.576996,7500,4,America/Vancouver,250000,medium_airport
YXU,CYXU,London International Airport,London,CA,43.033600,-81.151100,8800,6,America/Toronto,190000,medium_airport
YXX,CYXX,Abbotsford International Airport,Abbotsford,CA,49.025299,-122.360001,9600,5,America/Vancouver,280000,medium_airport
YXY,CYXY,Erik Nielsen Whitehorse International Airport,Whitehorse,CA,60.709599,-135.067001,9500,4,America/Whitehorse,130000,medium_airport
YYC,CYBW,Calgary International Airport,Calgary,CA,51.113899,-114.019997,14000,50,America/Edmonton,1100000,large_airport
YYJ,CYYJ,Victoria International Airport,Victoria,CA,48.646900,-123.426002,7000,10,America/Vancouver,450000,medium_airport
YYR,CYYR,Goose Bay Airport,Goose Bay,CA,53.319200,-60.425800,11000,3,America/Goose_Bay,65000,small_airport
YYT,CYYT,St. John's International Airport,St. John's,CA,47.618600,-52.751900,8500,6,America/St_Johns,320000,medium_airport
YYZ,CYYZ,Toronto Pearson International Airport,Toronto,CA,43.677200,-79.630600,11120,105,America/Toronto,1500000,large_airport
YZF,CYZF,Yellowknife Airport,Yellowknife,CA,62.462800,-114.440002,7500,4,America/Yellowknife,120000,medium_airport
YZP,CYZP,Sandspit Airport,Sandspit,CA,53.253300,-131.813995,5100,1,America/Vancouver,20000,small_airport
YZV,CYZV,Sept-Îles Airport,Sept-Îles,CA,50.223301,-66.265602,6500,2,America/Toronto,50000,small_airport
ZAG,LDZA,Zagreb Franjo Tuđman International Airport,Velika Gorica,HR,45.742901,16.068800,10669,18,Europe/Zagreb,490000,large_airport
ZAM,RPMZ,Zamboanga International Airport,Zamboanga,PH,6.922410,122.059998,8563,6,Asia/Manila,380000,large_airport
ZAT,ZPZT,Zhaotong Airport,Zhaotong,CN,27.327501,103.755997,8530,6,Asia/Shanghai,150000,medium_airport
ZCL,MMZC,General Leobardo C. Ruiz International Airport,Zacatecas,MX,22.897100,-102.687000,9842,4,America/Mexico_City,180000,medium_airport
ZHA,ZGZJ,Zhanjiang Wuchuan Airport,Zhanjiang,CN,21.424000,110.552000,10499,15,Asia/Shanghai,250000,medium_airport
ZHY,ZLZW,Zhongwei Shapotou Airport,Zhongwei,CN,37.573300,105.151000,9186,6,Asia/Shanghai,120000,medium_airport
ZJK,ZBZJ,Zhangjiakou Ningyuan Airport,Zhangjiakou,CN,40.738300,114.935000,9842,10,Asia/Shanghai,280000,medium_airport
ZLO,MMZO,Playa de Oro International Airport,Manzanillo,MX,19.143200,-104.558000,7218,4,America/Mexico_City,180000,medium_airport
ZNE,YNWN,Newman Airport,Newman,AU,-23.418000,119.800003,6800,2,Australia/Perth,60000,small_airport
ZQN,NZQN,Queenstown International Airport,Queenstown,NZ,-45.021000,168.738998,6204,15,Pacific/Auckland,650000,large_airport
ZRH,LSZH,Zürich Airport,Zurich,CH,47.458056,8.548056,12139,70,Europe/Zurich,1200000,large_airport
ZSA,MYSM,San Salvador Airport,San Salvador,BS,24.062800,-74.526100,8000,2,America/Nassau,45000,small_airport
ZUH,ZGSD,Zhuhai Jinwan Airport,Zhuhai,CN,22.006400,113.375999,13123,25,Asia/Shanghai,450000,medium_airport
ZVK,VLSK,Savannakhet Airport,Savannakhet,LA,16.556301,104.759003,5348,2,Asia/Vientiane,85000,medium_airport
ZYI,ZUZY,Zunyi Xinzhou Airport,Zunyi,CN,27.811100,107.246000,9186,15,Asia/Shanghai,350000,medium_airport
ZYL,VGSY,Osmani International Airport,Sylhet,BD,24.963200,91.866798,10499,8,Asia/Dhaka,350000,large_airport
ORY,LFPO,Paris-Orly Airport,"Paris (Orly, Val-de-Marne)",FR,48.729499,2.358963,11975,54,Europe/Paris,1150000,large_airport
PMI,LEPA,Palma de Mallorca Airport,Palma de Mallorca,ES,39.551701,2.73881,10728,49,Europe/Madrid,1119000,large_airport
BRU,EBBR,Brussels Airport,Zaventem,BE,50.901402,4.48444,11936,41,Europe/Brussels,1059000,large_airport
DUS,EDDL,Düsseldorf Airport,Düsseldorf,DE,51.289501,6.76678,9842,39,Europe/Berlin,1044000,large_airport
AGP,LEMG,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,10500,31,Europe/Madrid,958000,large_airport
GVA,LSGG,Geneva International Airport,Geneva,CH,46.238098,6.10895,12795,28,Europe/Zurich,924000,large_airport
HAM,EDDH,Hamburg Helmut Schmidt Airport,Hamburg,DE,53.630402,9.98823,12028,27,Europe/Berlin,917000,large_airport
ALC,LEAL,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,9842,22,Europe/Madrid,851000,large_airport
NCE,LFMN,Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes",FR,43.658401,7.21587,9721,22,Europe/Paris,844000,large_airport
OTP,LROP,Bucharest Henri Coandă International Airport,Otopeni,RO,44.571792,26.103285,11484,22,Europe/Bucharest,842000,large_airport
BGY,LIME,Il Caravaggio International Airport,Orio al Serio (BG),IT,45.669362,9.708851,9429,20,Europe/Rome,818000,large_airport
LPA,GCLP,Gran Canaria Airport,Gran Canaria Island,ES,27.9319,-15.3866,10171,19,Atlantic/Canary,796000,large_airport
OPO,LPPR,Francisco de Sá Carneiro Airport,Porto,PT,41.2481002808,-8.68138980865,11417,19,Europe/Lisbon,794000,large_airport
STR,EDDS,Stuttgart Airport,Stuttgart,DE,48.689899,9.22196,10974,18,Europe/Berlin,772000,large_airport
LYS,LFLL,Lyon Saint-Exupéry Airport,"Colombier-Saugnieu, Rhône",FR,45.725996,5.090139,13124,17,Europe/Paris,751000,large_airport
CGN,EDDK,Cologne Bonn Airport,Köln (Cologne),DE,50.865898,7.14274,12516,16,Europe/Berlin,744000,large_airport
TLS,LFBO,Toulouse-Blagnac Airport,Toulouse/Blagnac,FR,43.629101,1.36382,11483,15,Europe/Paris,726000,large_airport
BER,EDDB,Berlin Brandenburg Airport,Berlin,DE,52.361738,13.502341,13123,15,Europe/Berlin,718000,large_airport
BSL,LFSB,EuroAirport Basel–Mulhouse–Freiburg,Bâle / Mulhouse,FR,47.60068,7.521117,12795,15,Europe/Paris,708000,large_airport
TFS,GCTS,Tenerife Sur Airport,Tenerife,ES,28.0445,-16.5725,10499,15,Atlantic/Canary,708000,large_airport
NAP,LIRN,Naples International Airport,Napoli,IT,40.886002,14.2908,8622,15,Europe/Rome,707000,large_airport
BLQ,LIPE,Bologna Guglielmo Marconi Airport,Bologna,IT,44.5354,11.2887,9196,15,Europe/Rome,707000,large_airport
CTA,LICC,Catania-Fontanarossa Airport,Catania,IT,37.466801,15.0664,7989,15,Europe/Rome,707000,large_airport
FAO,LPFR,Faro - Gago Coutinho International Airport,Faro,PT,37.015909,-7.970939,8169,15,Europe/Lisbon,704000,large_airport
MRS,LFML,Marseille Provence Airport,"Marignane, Bouches-du-Rhône",FR,43.438088,5.2125,11483,14,Europe/Paris,681000,large_airport
VLC,LEVC,Valencia Airport,Valencia,ES,39.489162,-0.480961,8858,13,Europe/Madrid,672000,large_airport
IBZ,LEIB,Ibiza Airport,Ibiza (Eivissa),ES,38.872898,1.37312,9186,13,Europe/Madrid,667000,large_airport
LCA,LCLK,Larnaca International Airport,Larnaca,CY,34.875099,33.624901,9823,12,Asia/Nicosia,644000,large_airport
CRL,EBCI,Brussels South Charleroi Airport,Charleroi,BE,50.461963,4.459562,10023,12,Europe/Brussels,643000,large_airport
KRK,EPKK,Kraków John Paul II International Airport,Balice,PL,50.077702,19.7848,8366,12,Europe/Warsaw,642000,large_airport
SVQ,LEZL,Seville Airport,Seville,ES,37.417999,-5.89311,11030,12,Europe/Madrid,625000,large_airport
RIX,EVRA,Riga International Airport,Riga,LV,56.920752,23.970711,10499,11,Europe/Riga,624000,large_airport
LIN,LIML,Milano Linate Airport,Segrate (MI),IT,45.445099,9.27674,8012,11,Europe/Rome,614000,large_airport
NTE,LFRS,Nantes Atlantique Airport,Nantes,FR,47.153198,-1.61073,9514,11,Europe/Paris,611000,large_airport
BOD,LFBD,Bordeaux–Mérignac Airport,Bordeaux,FR,44.82865,-0.715356,10171,11,Europe/Paris,611000,large_airport
PMO,LICJ,Falcone–Borsellino Airport,Palermo,IT,38.175999,13.091,10912,11,Europe/Rome,609000,large_airport
SOF,LBSF,Sofia Airport,Sofia,BG,42.696357,23.417671,11811,11,Europe/Sofia,608000,large_airport
ACE,GCRR,César Manrique-Lanzarote Airport,San Bartolomé,ES,28.945499,-13.6052,7874,11,Atlantic/Canary,606000,large_airport
HER,LGIR,Heraklion International Nikos Kazantzakis Airport,Heraklion,GR,35.339699,25.1803,8904,11,Europe/Athens,601000,large_airport
GOT,ESGG,Göteborg Landvetter Airport,Göteborg,SE,57.6628,12.2798,10823,10,Europe/Stockholm,575000,large_airport
TFN,GCXO,Tenerife Norte-Ciudad de La Laguna Airport,Tenerife,ES,28.482752,-16.341707,10404,10,Atlantic/Canary,572000,large_airport
MLA,LMML,Malta International Airport,Valletta,MT,35.845932,14.491546,10991,10,Europe/Malta,564000,large_airport
BEG,LYBE,Belgrade Nikola Tesla Airport,Belgrade,RS,44.818401,20.309099,11483,10,Europe/Belgrade,563000,large_airport
SKG,LGTS,Thessaloniki Macedonia International Airport,Thessaloniki,GR,40.51928,22.970009,11286,9,Europe/Athens,561000,large_airport
BGO,ENBR,"Bergen Airport, Flesland",Bergen,NO,60.2934,5.21814,9810,9,Europe/Oslo,560000,large_airport
CIA,LIRA,Ciampino–G. B. Pastine International Airport,Rome,IT,41.798769,12.595331,7226,9,Europe/Rome,554000,large_airport
HAJ,EDDV,Hannover Airport,Hannover,DE,52.461102,9.68508,12434,9,Europe/Berlin,550000,large_airport
BIO,LEBB,Bilbao Airport,Bilbao,ES,43.301102,-2.91061,8530,9,Europe/Madrid,550000,large_airport
FUE,GCFV,Fuerteventura Airport,El Matorral,ES,28.4527,-13.8638,11220,8,Atlantic/Canary,514000,large_airport
BRI,LIBD,Bari Karol Wojtyła International Airport,Bari,IT,41.138901,16.760599,9843,8,Europe/Rome,500000,large_airport
CAG,LIEE,Cagliari Elmas Airport,Cagliari,IT,39.251499,9.05428,9196,8,Europe/Rome,493000,large_airport
PSA,LIRP,Pisa International Airport,Pisa (PI),IT,43.683899,10.3927,9820,8,Europe/Rome,493000,large_airport
KTW,EPKT,Katowice Wojciech Korfanty International Airport,Katowice,PL,50.476015,19.080705,10499,7,Europe/Warsaw,480000,large_airport
GDN,EPGD,Gdańsk Lech Wałęsa Airport,Gdańsk,PL,54.377602,18.4662,9186,7,Europe/Warsaw,474000,large_airport
TRD,ENVA,"Trondheim Airport, Værnes",Trondheim,NO,63.457802,10.924,9052,7,Europe/Oslo,469000,large_airport
LUX,ELLX,Luxembourg-Findel International Airport,Luxembourg,LU,49.626845,6.212134,13123,7,Europe/Luxembourg,456000,large_airport
VNO,EYVI,Vilnius International Airport,Vilnius,LT,54.634102,25.285801,8251,7,Europe/Vilnius,446000,large_airport
BVA,LFOB,Beauvais-Tillé airport,Beauvais,FR,49.454399,2.11278,7972,7,Europe/Paris,444000,large_airport
SVG,ENZV,"Stavanger Airport, Sola",Stavanger,NO,58.876701,5.63778,9369,7,Europe/Oslo,439000,large_airport
RHO,LGRP,"Rhodes International Airport ""Diagoras""",Rhodes,GR,36.405399,28.086201,10846,6,Europe/Athens,435000,large_airport
NUE,EDDN,Nuremberg Airport,Nuremberg,DE,49.498699,11.078056,8858,6,Europe/Berlin,429000,large_airport
