iata,icao,name,city,country,lat,lon,runway_length_ft,gate_count,timezone,score,category
TRN,LIMF,Turin Airport,Caselle Torinese (TO),IT,45.200802,7.64963,10827,6,Europe/Rome,424000,large_airport
BLL,EKBI,Billund Airport,Billund,DK,55.740335,9.157019,10172,6,Europe/Copenhagen,387000,large_airport
TSF,LIPH,Treviso Airport,Treviso (TV),IT,45.648399,12.1944,7941,5,Europe/Rome,376000,large_airport
VRN,LIPX,Verona Villafranca Valerio Catullo Airport,Caselle (VR),IT,45.394955,10.887303,10064,5,Europe/Rome,363000,large_airport
TLL,EETN,Lennart Meri Tallinn Airport,Tallinn,EE,59.413246,24.83264,11417,5,Europe/Tallinn,360000,large_airport
MAH,LEMH,Menorca Airport,Mahón (Maó),ES,39.862598,4.21865,8366,5,Europe/Madrid,347000,large_airport
SPU,LDSP,Split Saint Jerome Airport,Split,HR,43.538898,16.298,8366,5,Europe/Zagreb,340000,large_airport
PFO,LCPH,Paphos International Airport,Paphos,CY,34.717999,32.485699,8858,5,Asia/Nicosia,340000,large_airport
FNC,LPMA,Cristiano Ronaldo International Airport,Funchal,PT,32.697812,-16.774613,9110,5,Atlantic/Madeira,338000,large_airport
SCQ,LEST,Santiago-Rosalía de Castro Airport,Santiago de Compostela,ES,42.896301,-8.41514,10499,5,Europe/Madrid,338000,large_airport
WMI,EPMO,Warsaw Modlin Airport,Nowy Dwór Mazowiecki,PL,52.451099,20.6518,8202,5,Europe/Warsaw,336000,large_airport
CLJ,LRCL,Avram Iancu Cluj International Airport,Cluj-Napoca,RO,46.786042,23.685733,6693,5,Europe/Bucharest,331000,large_airport
FLR,LIRQ,"Florence Airport, Peretola",Firenze (FI),IT,43.808558,11.202822,5118,5,Europe/Rome,323000,large_airport
SUF,LICA,Lamezia Terme Sant'Eufemia International Airport,Lamezia Terme (CZ),IT,38.906214,16.246007,9898,4,Europe/Rome,319000,large_airport
DTM,EDLW,Dortmund Airport,Dortmund,DE,51.518299,7.61224,6562,4,Europe/Berlin,306000,large_airport
BDS,LIBR,Brindisi Airport,Brindisi,IT,40.6576,17.947001,10000,4,Europe/Rome,305000,large_airport
OLB,LIEO,Olbia Costa Smeralda Airport,Olbia (SS),IT,40.898953,9.518457,9006,4,Europe/Rome,303000,large_airport
CFU,LGKR,Corfu Ioannis Kapodistrias International Airport,Kerkyra (Corfu),GR,39.60145,19.912179,7792,4,Europe/Athens,294000,medium_airport
DBV,LDDU,Dubrovnik Ruđer Bošković Airport,Dubrovnik,HR,42.562247,18.265543,10597,4,Europe/Zagreb,292000,medium_airport
CHQ,LGSA,Chania International Airport,Souda,GR,35.531207,24.150673,10982,4,Europe/Athens,284000,medium_airport
ORK,EICK,Cork International Airport,Cork,IE,51.841301,-8.49111,6998,4,Europe/Dublin,278000,medium_airport
BOJ,LBBG,Burgas Airport,Burgas,BG,42.569917,27.515173,10499,4,Europe/Sofia,272000,medium_airport
LEJ,EDDP,Leipzig/Halle Airport,Schkeuditz,DE,51.420657,12.232705,11811,4,Europe/Berlin,271000,medium_airport
RUN,FMEE,Roland Garros Airport,Sainte-Marie,RE,-20.890087,55.518894,10499,4,Europe/Brussels,265000,medium_airport
PTP,TFFR,Maryse Condé International Airport,Pointe-à-Pitre,GP,16.265443,-61.532754,11499,4,Europe/Brussels,263000,medium_airport
BMA,ESSB,Stockholm-Bromma Airport,Stockholm,SE,59.354401,17.9417,5472,4,Europe/Stockholm,262000,medium_airport
SKP,LWSK,Skopje International Airport,Ilinden,MK,41.958087,21.622581,9678,4,Europe/Skopje,261000,medium_airport
BRE,EDDW,Bremen Airport,Bremen,DE,53.046786,8.78932,8642,4,Europe/Berlin,241000,medium_airport
NYO,ESKN,Stockholm Skavsta Airport,Nyköping,SE,58.789656,16.911479,9442,4,Europe/Stockholm,240000,medium_airport
TOS,ENTC,Tromsø Airport,Tromsø,NO,69.683296,18.9189,8041,4,Europe/Oslo,232000,medium_airport
KGS,LGKO,"Kos International Airport ""Ippokratis""",Kos Island,GR,36.794523,27.09115,7841,4,Europe/Athens,229000,medium_airport
POZ,EPPO,Poznań-Ławica Airport,Poznań,PL,52.421598,16.823359,8215,4,Europe/Warsaw,225000,medium_airport
BTS,LZIB,M. R. Štefánik Airport,Bratislava,SK,48.1702,17.2127,10466,4,Europe/Bratislava,219000,medium_airport
TRF,ENTO,"Sandefjord Airport, Torp",Sandefjord(Torp),NO,59.186699,10.2586,9216,4,Europe/Oslo,204000,medium_airport
PDL,LPPD,João Paulo II Airport,Ponta Delgada,PT,37.7411994934,-25.6979007721,8192,4,Atlantic/Azores,201000,medium_airport
JTR,LGSR,Santorini International Airport,Santorini Island,GR,36.400045,25.478638,7208,4,Europe/Athens,197000,medium_airport
LIL,LFQQ,Lille Airport,Lesquin,FR,50.566564,3.102429,9268,4,Europe/Paris,184000,medium_airport
FDF,TFFF,Martinique Aimé Césaire International Airport,Fort-de-France,MQ,14.591,-61.003201,9843,4,Europe/Brussels,183000,medium_airport
MMX,ESMS,Malmö Sturup Airport,Malmö,SE,55.535564,13.376327,9186,4,Europe/Stockholm,183000,medium_airport
MPL,LFMT,Montpellier-Méditerranée Airport,Montpellier/Méditerranée,FR,43.576199,3.96301,8530,4,Europe/Paris,171000,medium_airport
GRO,LEGE,Girona-Costa Brava Airport,Girona,ES,41.904639,2.761774,7874,4,Europe/Madrid,154000,medium_airport
VAR,LBWN,Varna Airport,Varna,BG,43.232101,27.8251,8258,4,Europe/Sofia,154000,medium_airport
BOO,ENBO,Bodø Airport,Bodø,NO,67.269203,14.3653,9167,4,Europe/Oslo,138000,medium_airport
LJU,LJLJ,Ljubljana Jože Pučnik Airport,Zgornji Brnik,SI,46.223701,14.4576,10827,4,Europe/Ljubljana,123000,medium_airport
FMM,EDJA,Memmingen Allgau Airport,Memmingen,DE,47.988092,10.238248,8629,4,Europe/Berlin,118000,medium_airport
TSR,LRTR,Timișoara Traian Vuia International Airport,Timişoara,RO,45.809898,21.3379,11483,4,Europe/Bucharest,110000,medium_airport
AJA,LFKJ,Ajaccio Napoléon Bonaparte airport,Ajaccio,FR,41.923599,8.80292,7897,4,Europe/Paris,110000,medium_airport
DRS,EDDC,Dresden Airport,Dresden,DE,51.134123,13.767831,9350,4,Europe/Berlin,110000,medium_airport
SNN,EINN,Shannon Airport,Shannon,IE,52.702,-8.92482,10495,4,Europe/Dublin,108000,medium_airport
SZG,LOWS,Salzburg Airport,Salzburg,AT,47.793301,13.0043,9022,4,Europe/Vienna,83000,medium_airport
OVD,LEAS,Asturias Airport,Ranón,ES,43.563599,-6.03462,7218,4,Europe/Madrid,73000,medium_airport
GOA,LIMJ,Genoa Cristoforo Colombo Airport,Genova (GE),IT,44.412039,8.840732,9564,4,Europe/Rome,69000,medium_airport
BIA,LFKB,Bastia-Poretta International airport,Bastia,FR,42.5527,9.48373,8266,4,Europe/Paris,66000,medium_airport
JMK,LGMK,Mykonos Island National Airport,Mykonos,GR,37.435101,25.348101,6240,4,Europe/Athens,65000,medium_airport
SPC,GCLA,La Palma Airport,"Sta Cruz de la Palma, La Palma Island",ES,28.626499,-17.7556,7218,4,Atlantic/Canary,63000,medium_airport
LCG,LECO,A Coruña Airport,Culleredo,ES,43.302101,-8.37726,7178,4,Europe/Madrid,61000,medium_airport
AAL,EKYT,Aalborg Airport,Aalborg,DK,57.094763,9.84993,8707,4,Europe/Copenhagen,60000,medium_airport
IAS,LRIA,Iaşi International Airport,Iaşi,RO,47.179633,27.621431,7874,4,Europe/Bucharest,50000,medium_airport
HHN,EDFH,Frankfurt-Hahn Airport,Frankfurt am Main (Lautzenhausen),DE,49.946353,7.261734,12467,4,Europe/Berlin,30000,small_airport
GRX,LEGR,F.G.L. Airport Granada-Jaén Airport,Granada,ES,37.188702,-3.77736,9514,4,Europe/Madrid,30000,small_airport
ZTH,LGZA,Zakynthos International Airport Dionysios Solomos,Zakynthos,GR,37.7509,20.8843,7310,4,Europe/Athens,30000,small_airport
FKB,EDSB,Karlsruhe Baden-Baden Airport,Rheinmünster,DE,48.7794,8.0805,9787,4,Europe/Berlin,30000,small_airport
SDR,LEXJ,Seve Ballesteros-Santander Airport,Santander,ES,43.427101,-3.82001,7612,4,Europe/Madrid,30000,small_airport
AHO,LIEA,Alghero-Fertilia Airport,Alghero,IT,40.632099,8.29077,9843,4,Europe/Rome,30000,small_airport
NRN,EDLV,Weeze (Niederrhein) Airport,Weeze,DE,51.601362,6.141228,8005,4,Europe/Berlin,30000,small_airport
TGD,LYPG,Podgorica Airport / Podgorica Golubovci Airbase,Podgorica,ME,42.359402,19.2519,8202,4,Europe/Podgorica,30000,small_airport
TIV,LYTV,Tivat Airport,Tivat,ME,42.404701,18.723301,8208,4,Europe/Podgorica,30000,small_airport
LLA,ESPA,Luleå Airport,Luleå,SE,65.5438,22.122,10990,4,Europe/Stockholm,30000,small_airport
AES,ENAL,Ålesund Airport,Ålesund,NO,62.560443,6.110845,7592,4,Europe/Oslo,30000,small_airport
KUN,EYKA,Kaunas International Airport,Kaunas,LT,54.963965,24.08582,10663,4,Europe/Vilnius,30000,small_airport
SXB,LFST,Strasbourg Airport,Strasbourg,FR,48.5383,7.62823,7874,4,Europe/Paris,30000,small_airport
BES,LFRB,Brest Bretagne airport,Brest,FR,48.447899,-4.41854,10171,4,Europe/Paris,30000,small_airport
XRY,LEJR,Jerez Airport,Jerez de la Frontera,ES,36.744598,-6.06011,7546,4,Europe/Madrid,30000,small_airport
RMU,LEMI,Region of Murcia International Airport,Corvera,ES,37.802852,-1.124884,9842,4,Europe/Madrid,30000,small_airport
KRS,ENCN,Kristiansand Airport,Kristiansand(Kjevik),NO,58.204201,8.08537,6677,4,Europe/Oslo,30000,small_airport
OUL,EFOU,Oulu Airport,Oulu / Oulunsalo,FI,64.930099,25.354601,8205,4,Europe/Helsinki,30000,small_airport
GRZ,LOWG,Graz Airport,Feldkirchen bei Graz,AT,46.9911,15.4396,9842,4,Europe/Vienna,30000,small_airport
VGO,LEVX,Vigo Airport,Vigo,ES,42.2318,-8.62677,7874,4,Europe/Madrid,30000,small_airport
BIQ,LFBZ,Biarritz Pays Basque airport,Biarritz,FR,43.468372,-1.523223,7382,4,Europe/Paris,30000,small_airport
INN,LOWI,Innsbruck Airport,Innsbruck,AT,47.260201,11.344,6562,4,Europe/Vienna,30000,small_airport
UME,ESNU,Umeå Airport,Umeå,SE,63.791801,20.282801,7551,4,Europe/Stockholm,30000,small_airport
FMO,EDDG,Münster Osnabrück Airport,Greven,DE,52.133816,7.688482,7119,4,Europe/Berlin,30000,small_airport
REU,LERS,Reus Airport,Reus,ES,41.147509,1.168354,8054,4,Europe/Madrid,30000,small_airport
LEI,LEAM,Almería Airport,Almería,ES,36.843899,-2.3701,10499,4,Europe/Madrid,30000,small_airport
RNS,LFRN,Rennes-Saint-Jacques Airport,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",FR,48.0695,-1.73479,6890,4,Europe/Paris,30000,small_airport
NOC,EIKN,Ireland West Airport Knock,Charlestown,IE,53.910439,-8.817002,7546,4,Europe/Dublin,30000,small_airport
EVE,ENEV,Harstad/Narvik Airport,Evenes,NO,68.491302,16.678101,9236,4,Europe/Oslo,30000,small_airport
TRS,LIPQ,Trieste Airport,Ronchi dei Legionari/Trieste,IT,45.827862,13.466672,9843,4,Europe/Rome,30000,small_airport
RZE,EPRZ,Rzeszów-Jasionka Airport,Jasionka,PL,50.109791,22.024155,10498,4,Europe/Warsaw,30000,small_airport
SBZ,LRSB,Sibiu International Airport,Sibiu,RO,45.785841,24.086666,8629,4,Europe/Bucharest,30000,small_airport
PSR,LIBP,Abruzzo Airport,Pescara,IT,42.431079,14.182981,7933,4,Europe/Rome,30000,small_airport
PAD,EDLP,Paderborn Lippstadt Airport,Büren,DE,51.612527,8.617459,7152,4,Europe/Berlin,30000,small_airport
FSC,LFKF,Figari Sud-Corse Airport,Figari,FR,41.50185,9.097092,8136,4,Europe/Paris,30000,small_airport
ZAD,LDZD,Zadar Airport,Zadar,HR,44.096986,15.353565,8202,4,Europe/Zagreb,30000,small_airport
TER,LPLA,Lajes Airport,Praia da Vitória,PT,38.761799,-27.090799,10870,4,Atlantic/Azores,30000,small_airport
RVN,EFRO,Rovaniemi Airport,Rovaniemi,FI,66.563327,25.829751,9849,4,Europe/Helsinki,30000,small_airport
HAU,ENHD,"Haugesund Airport, Karmøy",Karmøy,NO,59.345299,5.20836,6957,4,Europe/Oslo,30000,small_airport
DEB,LHDC,Debrecen International Airport,Debrecen,HU,47.489469,21.616278,8196,4,Europe/Budapest,30000,small_airport
EFL,LGKF,Kefallinia Airport,Kefallinia Island,GR,38.12009811401367,20.500499725341797,7992,4,Europe/Athens,30000,small_airport
PUF,LFBP,Pau Pyrénées Airport,Pau/Pyrénées (Uzein),FR,43.380001,-0.418611,8202,4,Europe/Paris,30000,small_airport
SZZ,EPSC,Solidarity Szczecin–Goleniów Airport,Szczecin(Glewice),PL,53.584702,14.9022,8202,4,Europe/Warsaw,30000,small_airport
PUY,LDPL,Pula Airport,Pula,HR,44.893501,13.9222,9678,4,Europe/Zagreb,30000,small_airport
CAY,SOCA,Cayenne – Félix Eboué Airport,Matoury,GF,4.819964,-52.361326,10486,4,Europe/Brussels,30000,small_airport
CRA,LRCV,Craiova International Airport,Craiova,RO,44.3181,23.888599,8203,4,Europe/Bucharest,30000,small_airport
TLN,LFTH,Toulon-Hyères Airport,"Hyères, Var",FR,43.097301,6.14603,6955,4,Europe/Paris,30000,small_airport
BCM,LRBC,Bacău George Enescu International  Airport,Bacău,RO,46.5219,26.910299,8203,4,Europe/Bucharest,30000,small_airport
KSC,LZKZ,Košice International Airport,Košice,SK,48.663101,21.2411,10171,4,Europe/Bratislava,30000,small_airport
AOI,LIPY,Marche Airport,Falconara Marittima (AN),IT,43.616299,13.3623,9718,4,Europe/Rome,30000,small_airport
PGF,LFMP,Perpignan-Rivesaltes (Llabanère) Airport,Perpignan/Rivesaltes,FR,42.740398,2.87067,8202,4,Europe/Paris,30000,small_airport
OSD,ESNZ,Åre Östersund Airport,Östersund,SE,63.193546,14.504168,8202,4,Europe/Stockholm,30000,small_airport
VBY,ESSV,Visby Airport,Visby,SE,57.6628,18.346201,6562,4,Europe/Stockholm,30000,small_airport
MJT,LGMT,Mytilene International Airport,Mytilene,GR,39.057406,26.598629,7894,4,Europe/Athens,30000,small_airport
PVK,LGPZ,Aktion National Airport,Preveza,GR,38.925499,20.765301,9419,4,Europe/Athens,30000,small_airport
MLN,GEML,Melilla Airport,Melilla,ES,35.2798,-2.95626,4701,4,Europe/Madrid,30000,small_airport
MOL,ENML,"Molde Airport, Årø",Årø,NO,62.744701,7.2625,6922,4,Europe/Oslo,30000,small_airport
TKU,EFTU,Turku Airport,Turku,FI,60.514099,22.2628,8202,4,Europe/Helsinki,30000,small_airport
BZG,EPBY,Ignacy Jan Paderewski Bydgoszcz Airport,Bydgoszcz,PL,53.096802,17.977699,8202,4,Europe/Warsaw,30000,small_airport
CFE,LFLC,Clermont-Ferrand Auvergne airport,Clermont-Ferrand,FR,45.786701,3.16917,9885,4,Europe/Paris,30000,small_airport
AAR,EKAH,Aarhus Airport,Aarhus,DK,56.303331,10.618286,9111,4,Europe/Copenhagen,30000,small_airport
FDH,EDNY,Bodensee Airport Friedrichshafen,Friedrichshafen,DE,47.671299,9.51149,7729,4,Europe/Berlin,30000,small_airport
AGH,ESTA,Ängelholm-Helsingborg Airport,Ängelholm,SE,56.29610061645508,12.847100257873535,6381,4,Europe/Stockholm,30000,small_airport
TPS,LICT,Vincenzo Florio Airport Trapani-Birgi,Trapani (TP),IT,37.9114,12.488,8852,4,Europe/Rome,30000,small_airport
REG,LICR,Reggio Calabria Airport,Reggio Calabria,IT,38.071201,15.6516,6549,4,Europe/Rome,30000,small_airport
KIR,EIKY,Kerry Airport,Farranfore,IE,52.180901,-9.52378,6562,4,Europe/Dublin,30000,small_airport
LNZ,LOWL,Linz-Hörsching Airport,Linz,AT,48.235362,14.188128,9843,4,Europe/Vienna,30000,small_airport
CCF,LFMK,Carcassonne Salvaza Airport,Carcassonne,FR,43.216,2.30632,6726,4,Europe/Paris,30000,small_airport
OST,EBOS,Ostend-Bruges International Airport,Oostende,BE,51.1998,2.874673,10499,4,Europe/Brussels,30000,small_airport
DZA,FMCZ,Dzaoudzi Pamandzi International Airport,Dzaoudzi,YT,-12.809319,45.281815,6330,4,Europe/Brussels,30000,small_airport
PLQ,EYPA,Palanga International Airport,Palanga,LT,55.973202,21.093901,7480,4,Europe/Vilnius,30000,small_airport
LUZ,EPLB,Lublin Airport,Lublin,PL,51.240157,22.713461,8268,4,Europe/Warsaw,30000,small_airport
EAS,LESO,San Sebastián Airport,Hondarribia,ES,43.356499,-1.79061,5755,4,Europe/Madrid,30000,small_airport
LDE,LFBT,Tarbes-Lourdes-Pyrénées Airport,Tarbes/Lourdes/Pyrénées,FR,43.178699,-0.006439,9843,4,Europe/Paris,30000,small_airport
ZAZ,LEZG,Zaragoza Airport,Zaragoza,ES,41.666199,-1.04155,12198,4,Europe/Madrid,30000,small_airport
KKN,ENKR,"Kirkenes Airport, Høybuktmoen",Kirkenes,NO,69.7258,29.8913,6939,4,Europe/Oslo,30000,small_airport
SCN,EDDR,Saarbrücken Airport,Saarbrücken,DE,49.214545,7.109735,6562,4,Europe/Berlin,30000,small_airport
KTT,EFKT,Kittilä International Airport,Kittilä,FI,67.700996,24.8468,8202,4,Europe/Helsinki,30000,small_airport
CIY,LICB,Comiso Airport,Comiso,IT,36.99583,14.60889,8070,4,Europe/Rome,30000,small_airport
SMI,LGSM,Samos Airport,Samos Island,GR,37.689999,26.911699,6706,4,Europe/Athens,30000,small_airport
LIG,LFBL,Limoges Airport,Limoges/Bellegarde,FR,45.862801,1.17944,8202,4,Europe/Paris,30000,small_airport
RKV,BIRK,Reykjavík Domestic Airport,Reykjavík,IS,64.128732,-21.93759,5138,4,Atlantic/Reykjavik,30000,small_airport
CFR,LFRK,Caen Carpiquet airport,Caen,FR,49.17678,-0.454883,6233,4,Europe/Paris,30000,small_airport
RMI,LIPR,Federico Fellini International Airport,Rimini (RN),IT,44.020024,12.612198,9828,4,Europe/Rome,30000,small_airport
VAA,EFVA,Vaasa Airport,Vaasa,FI,63.05023,21.762543,8727,4,Europe/Helsinki,30000,small_airport
VDE,GCHI,El Hierro Airport,El Hierro Island,ES,27.8148,-17.8871,4101,4,Atlantic/Canary,30000,small_airport
SFT,ESNS,Skellefteå Airport,Skellefteå,SE,64.62480163574219,21.076900482177734,8268,4,Europe/Stockholm,30000,small_airport
HOR,LPHR,Horta Airport,Horta,PT,38.519901275634766,-28.715900421142578,5233,4,Atlantic/Azores,30000,small_airport
KRN,ESNQ,Kiruna Airport,Kiruna,SE,67.821999,20.3368,8209,4,Europe/Stockholm,30000,small_airport
LMP,LICD,Lampedusa Airport,Lampedusa,IT,35.497898,12.6181,5906,4,Europe/Rome,30000,small_airport
BZR,LFMU,Béziers Vias airport,Béziers,FR,43.323502,3.3539,5971,4,Europe/Paris,30000,small_airport
BDU,ENDU,Bardufoss Airport,Målselv,NO,69.055801,18.5404,8015,4,Europe/Oslo,30000,small_airport
INI,LYNI,Niš Constantine the Great Airport,Niš,RS,43.336538,21.856242,8202,4,Europe/Belgrade,30000,small_airport
JKH,LGHI,Chios Island National Airport,Chios Island,GR,38.34320068359375,26.140600204467773,4957,4,Europe/Athens,30000,small_airport
KSU,ENKB,"Kristiansund Airport, Kvernberget",Kvernberget,NO,63.111801,7.82452,7841,4,Europe/Oslo,30000,small_airport
EGC,LFBE,Bergerac Dordogne-Périgord airport,Bergerac,FR,44.825298,0.518611,7234,4,Europe/Paris,30000,small_airport
AXD,LGAL,Alexandroupoli Democritus Airport,Alexandroupolis,GR,40.8559,25.956301,8471,4,Europe/Athens,30000,small_airport
PAS,LGPA,Paros National Airport,Paros,GR,37.020495,25.113195,4593,4,Europe/Athens,30000,small_airport
CLY,LFKC,Calvi Sainte Catherine Airport,Calvi,FR,42.530422,8.792984,7579,4,Europe/Paris,30000,small_airport
FNI,LFTW,Nîmes-Arles-Camargue Airport,Nîmes/Garons,FR,43.757401,4.41635,8005,4,Europe/Paris,30000,small_airport
ANR,EBAW,Antwerp International Airport (Deurne),Antwerp,BE,51.190667,4.463153,4954,4,Europe/Brussels,30000,small_airport
PNA,LEPP,Pamplona Airport,Pamplona,ES,42.77,-1.64633,7241,4,Europe/Madrid,30000,small_airport
VXO,ESMX,Växjö Kronoberg Airport,Växjö,SE,56.929100036621094,14.727999687194824,6900,4,Europe/Stockholm,30000,small_airport
KUO,EFKU,Kuopio Airport,Kuopio / Siilinjärvi,FI,63.007099,27.7978,9186,4,Europe/Helsinki,30000,small_airport
SCV,LRSV,Suceava Ștefan cel Mare International Airport,Suceava,RO,47.6875,26.354099,8070,4,Europe/Bucharest,30000,small_airport
AOK,LGKP,Karpathos Airport,Karpathos Island,GR,35.421398,27.146,7871,4,Europe/Athens,30000,small_airport
LCJ,EPLL,Łódź Władysław Reymont Airport,Łódź,PL,51.721901,19.3981,8202,4,Europe/Warsaw,30000,small_airport
PEG,LIRZ,Perugia San Francesco d'Assisi – Umbria International Airport,Perugia (PG),IT,43.095901,12.5132,7215,4,Europe/Rome,30000,small_airport
SFG,TFFG,Grand Case-l'Espérance Airport,Grand Case,MF,18.100057,-63.047444,3937,4,Europe/Brussels,30000,small_airport
KLR,ESMQ,Kalmar Airport,Kalmar,SE,56.685501,16.2876,6726,4,Europe/Stockholm,30000,small_airport
RNB,ESDF,Ronneby Airport,Ronneby,SE,56.266701,15.265,7648,4,Europe/Stockholm,30000,small_airport
RNN,EKRN,Bornholm Airport,Rønne,DK,55.063301,14.7596,6568,4,Europe/Copenhagen,30000,small_airport
GNB,LFLS,Grenoble Alpes Isère Airport,Grenoble,FR,45.3629,5.32937,10007,4,Europe/Paris,30000,small_airport
VLL,LEVD,Valladolid Airport,Valladolid,ES,41.7061,-4.85194,9843,4,Europe/Madrid,30000,small_airport
TMP,EFTP,Tampere-Pirkkala Airport,Tampere / Pirkkala,FI,61.414101,23.604401,8858,4,Europe/Helsinki,30000,small_airport
SDL,ESNN,Sundsvall-Härnösand Airport,Sundsvall/ Härnösand,SE,62.528099060058594,17.443899154663086,6857,4,Europe/Stockholm,30000,small_airport
IVL,EFIV,Ivalo Airport,Ivalo,FI,68.6073,27.4053,8199,4,Europe/Helsinki,30000,small_airport
TUF,LFOT,Tours Val de Loire Airport,"Tours, Indre-et-Loire",FR,47.432201,0.727606,7887,4,Europe/Paris,30000,small_airport
LRH,LFBH,La Rochelle Île de Ré Airport,La Rochelle,FR,46.179199,-1.19528,7398,4,Europe/Paris,30000,small_airport
KVA,LGKV,Kavala Alexander the Great International Airport,Kavala,GR,40.9133,24.6192,9844,4,Europe/Athens,30000,small_airport
KLX,LGKL,Kalamata Airport,Kalamata,GR,37.06829833984375,22.02549934387207,9843,4,Europe/Athens,30000,small_airport
KLU,LOWK,Klagenfurt Airport,Klagenfurt am Wörthersee,AT,46.642502,14.3377,8924,4,Europe/Vienna,30000,small_airport
